"ID";"RouteNumber";"RouteName";"TrackOfFollowing";"ReverseTrackOfFollowing";"TypeOfTransport";"CarrierName";"global_id";"ID_en";"RouteNumber_en";"RouteName_en";"TrackOfFollowing_en";"ReverseTrackOfFollowing_en";"TypeOfTransport_en";"CarrierName_en";"geodata_center";"geoarea";
"1505";"Н9";"6-й мкр. Бибирева - Метро «Китай-город»";"6-й мкр. Бибирева - Алтуфьевское ш., 102 - 6-й мкр. Бибирева - Алтуфьевское ш., 95 - Метро «Алтуфьево» - Дом творчества - МФЦ «Бибирево» - Мурановская ул., 8 - Мурановская улица - Управа района Бибирево - Ул. Пришвина - Метро «Бибирево» - Костромская ул. - Политехнический колледж - Бибиревская ул., 11 - Бибиревская ул., 1 - Районный центр «Марс» - Высоковольтный пр. - Ул. Декабристов, 1 - Ул. Бестужевых - Театр «МЕЛ» - Метро «Отрадное» - Метро «Отрадное» - Мкр. 4 «Д» Отрадного - Мкр. 4 «Д» Отрадного - Новый Иерусалим - Детская п-ка - Алтуфьевское ш., 12 - К/т «Рига» - Главный вход Ботанического сада - Ботаническая ул., 33 - Оранжерея Ботанического сада - Ул. Акад. Комарова - Ул. Кашенкин Луг - Телецентр - Останкинский пруд - Ул. Акад. Королева - Аргуновская ул. - Ул. Цандера - Метро «ВДНХ» - Ул. Кибальчича - Маломосковская ул. - Староалексеевская ул. - Метро «Алексеевская» - Новоалексеевская ул. - Крестовский мост - 2-й Крестовский пер. - Трифоновская ул. - Банный пер. - Капельский пер. - Метро «Просп. Мира» (радиальная) - Метро «Просп. Мира» - Аптекарский огород - Мещанская слобода - Метро «Сухаревская» - Сретенка - Сретенские Ворота - Метро «Лубянка» - Метро «Лубянка» - Метро «Китай-город»";"Метро «Китай-город» - Метро «Лубянка» - Политехнический музей - Сретенские Ворота - Сретенка - Метро «Сухаревская» - Мещанская слобода - Аптекарский огород - Метро «Просп. Мира» - Метро «Просп. Мира» (радиальная) - Капельский пер. - Банный пер. - Трифоновская ул. - Рижский вокзал - Крестовский мост - Новоалексеевская ул. - Метро «Алексеевская» - Староалексеевская ул. - Маломосковская ул. - Ул. Кибальчича - Метро «ВДНХ» - 1-я Останкинская ул. - Ул. Цандера - Аргуновская ул. - Ул. Акад. Королева - Останкинский пруд - Телецентр - Ул. Кашенкин Луг - Ул. Акад. Комарова - Оранжерея Ботанического сада - Ботаническая ул., 33 - Главный вход Ботанического сада - Алтуфьевское ш., 12 - Детская п-ка - Новый Иерусалим - Ул. Санникова - Микрорайон 4 «Д» Отрадного - Метро «Отрадное» - Метро «Отрадное» - Северный бульв., 1 - Ул. Бестужевых - Театр «МЕЛ» - Ул. Декабристов, 1 - Алтуфьевское ш., 38 - Высоковольтный пр. - Районный центр «Марс» - Бибиревская ул., 1 - Политехнический колледж - Костромская ул. - Метро «Бибирево» - Метро «Бибирево» - Ул. Пришвина - Управа района Бибирево - Мурановская улица - Мурановская ул., 8 - МФЦ «Бибирево» - Дом творчества - Метро «Алтуфьево» - Метро «Алтуфьево» - Алтуфьевское ш., 95 - 6-й мкр. Бибирева - 6-й мкр. Бибирева";"Автобус";"ГУП «Мосгортранс»";"2255539371";"";"";"";"";"";"";"";"";"";
"14150226";"974";"3-й мкр. Новокосина - Метро «Партизанская»";"3-й мкр. Новокосина - Салтыковская ул., 7 - Поликлиника № 66 - Лицей - МФЦ «Новокосино» - Салтыковская ул., 33 - Салтыковская ул., 41 - Новокосинская ул., 51 - Новокосинская ул., 47 - Новокосинская ул., 39 - Метро «Новокосино» - Метро «Новокосино» - Метро «Новокосино» - Юбилейный просп. - Реутовская ул. - Ул. Старый Гай, 1 - Поликлиника - Ул. Старый Гай - Ул. Юности - Платф. Новогиреево - Перовский музей - Метро «Новогиреево» - Федеративный просп. - Напольный пр. - Терлецкий парк - Саянская ул., 2 - Магнитогорская ул. - Челябинская ул. - Почта - Челябинская ул., 21 - Библиотека - М. Купавенский пр. - Южное Измайлово - Ул. Чечулина - Ул. Чечулина, 14 - Б. Купавенский пр. - Площадь Мазурина - Первомайская ул. - 15-я Парковая ул. - 13-я Парковая ул. - К/т «Первомайский» - Метро «Первомайская» - Измайловский бульв. - Верхняя Первомайская ул. - Районный центр «София» - 7-я Парковая ул. - Управа района Северное Измайлово - 3-я Парковая ул., 44 - 3-я Парковая ул., 54 - Монтажная ул. - Калошино - Сиреневый сад - 37-й квартал Измайлова - Восточный вокзал - Метро «Черкизовская» - МЦК Измайлово - Метро «Партизанская»";"Метро «Партизанская» - Метро «Черкизовская» - Восточный вокзал - 37-й квартал Измайлова - Сиреневый сад - Калошино - Монтажная ул. - 3-я Парковая ул., 54 - 3-я Парковая ул., 44 - 3-я Парковая ул. - Управа района Северное Измайлово - 7-я Парковая ул. - Районный центр «София» - Верхняя Первомайская ул. - Метро «Первомайская» - К/т «Первомайский» - 13-я Парковая ул. - 15-я Парковая ул. - Первомайская ул. - Площадь Мазурина - Б. Купавенский пр. - Ул. Чечулина, 14 - Ул. Чечулина - Южное Измайлово - М. Купавенский пр. - Челябинская ул., 21 - Почта - Челябинская ул. - Магнитогорская ул. - Саянская ул., 2 - Терлецкий парк - Напольный пр. - Саперный пр. - Федеративный просп. - Метро «Новогиреево» - Платф. Новогиреево - Ул. Юности - Ул. Старый Гай - Поликлиника - Ул. Старый Гай, 1 - Реутовская ул. - Юбилейный просп. - Метро «Новокосино» - Метро «Новокосино» - Новокосинская ул., 39 - Новокосинская ул., 47 - Салтыковская ул., 41 - Салтыковская ул., 33 - МФЦ «Новокосино» - Лицей - Поликлиника № 66 - Салтыковская ул., 7 - 3-й мкр. Новокосина";"Автобус";"ООО «Таксомоторный парк № 20»";"2255539378";"";"";"";"";"";"";"";"";"";
"1178";"М5";"Стадион «Лужники» (южн.) - Метро «Достоевская»";"Стадион «Лужники» (южн.) - Стадион «Лужники» (южн.) - Стадион «Лужники» - МЦК Лужники - Улица Хамовнический Вал - 3-я Фрунзенская ул. - 2-я Фрунзенская ул. - Метро «Фрунзенская» - 1-я Фрунзенская ул. - Ксеньинский пер. - Улица Льва Толстого - Померанцев пер. - Зачатьевский монастырь - 2-й Обыденский пер. - Метро «Кропоткинская» - Сивцев Вражек - Арбатские Ворота - Никитский бульв. - Никитские ворота - ТАСС - Тверской бульв. - Тверская ул. - Метро «Чеховская» - Страстной бульв. - Петровский бульв. - Метро «Трубная» - Метро «Цветной бульв.» - Самотечная пл. - Самотечная ул. - 1-й Троицкий пер. - Театр зверей им. Дурова - Метро «Достоевская» - Метро «Достоевская»";"Метро «Достоевская» - Самотечная ул. - Самотечная эстакада - Самотечная пл. - Метро «Цветной бульв.» - Метро «Трубная» - Петровский бульв. - Страстной бульв. - Пушкинская пл. - Тверская ул. - Тверской бульв. - Никитские ворота - ТАСС - Никитский бульв. - Арбатские Ворота - Сивцев Вражек - Метро «Кропоткинская» - Метро «Кропоткинская» - Зачатьевский монастырь - Померанцев пер. - Ул. Льва Толстого - Ксеньинский пер. - 1-я Фрунзенская ул. - Метро «Фрунзенская» - 2-я Фрунзенская ул. - 3-я Фрунзенская ул. - Комсомольский просп. - МЦК Лужники - Хамовнический Вал - Стадион «Лужники» - Стадион «Лужники» (южн.)";"Автобус";"ГУП «Мосгортранс»";"2255539392";"";"";"";"";"";"";"";"";"";
"1693";"М7";"Метро «Стахановская» - Метро «Парк Победы»";"Метро «Стахановская» - Метро «Стахановская» - Управление соцзащиты - Стоматологическая п-ка - Метро «Нижегородская» - Хохловка - Ул. Верхн. Хохловка - Библиотека - МЦД Калитники - Современный Университет - Ин-т Радиосвязи - Воловья ул. - Абельмановская Застава - Б. Андроньевская ул. - Покровский женский монастырь - Детский театр - Парк Таганский - Метро «Марксистская» - Метро «Таганская» - Тетеринский пер. - К/т «Иллюзион» - Яузские ворота - Солянка - Метро «Китай-город» - Метро «Лубянка» - Политехнический музей - Метро «Лубянка» - Театральная пл. - Манежная пл. - Метро «Библиотека им. Ленина» - Арбатские Ворота - Дом книги - К/т «Октябрь» - Новинский бульв. - Пл. Свободной России - Гост. «Украина» - Кутузовский просп., 8 - Дорогомиловская Застава - Ул. Дунаевского - Студгородок - Метро «Кутузовская» - Поклонная ул. - Панорама «Бородинская битва» - Метро «Парк Победы» - Метро «Парк Победы»";"Метро «Парк Победы» - Метро «Парк Победы» - Метро «Парк Победы» - Панорама «Бородинская битва» - Поклонная ул. - Метро «Кутузовская» - Студгородок - Ул. Дунаевского - Дорогомиловская Застава - Кутузовский просп., 8 - Гост. «Украина» - Пл. Свободной России - Новинский бульв. - К/т «Октябрь» - Дом книги - Арбатские Ворота - Метро «Библиотека им. Ленина» - Метро «Библиотека им. Ленина» - Манежная пл. - Театральная пл. - Метро «Лубянка» - Метро «Китай-город» - Солянка - Яузский бульв. - Яузские ворота - К/т «Иллюзион» - Тетеринский пер. - Метро «Таганская» - Метро «Марксистская» - Детский театр - Парк Таганский - Б. Андроньевская ул. - Покровский женский монастырь - Абельмановская Застава - Воловья ул. - Ин-т Радиосвязи - Современный Университет - МЦД Калитники - Библиотека - Ул. Верхн. Хохловка - Хохловка - Метро «Нижегородская» - Стоматологическая п-ка - Управление соцзащиты - Метро «Стахановская» - Метро «Стахановская»";"Автобус";"ГУП «Мосгортранс»";"2255539396";"";"";"";"";"";"";"";"";"";
"1998";"П209";"Матвеевское - 4-й Сетуньский пр.";"Матвеевское - Матвеевское - Веерная ул., 12 - Веерная ул., 20 - Почта - Веерная ул. - Нежинская ул. - РЭУ им. Плеханова - Б-ца № 1 - Староволынская ул. - Метро «Минская» - Каменная плотина - Мосфильмовская ул., 35 - Университетский просп. - Мосфильмовская ул., 13 - Троицкое-Голенищево - Мосфильм - Ул. Пудовкина - Акад. Внешней торговли - Воробьевское ш. - 1-й Сетуньский пр. - 4-й Сетуньский пр.";"4-й Сетуньский пр. - Школа - 2-й Сетуньский пр. - Крепость «Сетунь» - Воробьевское ш. - Акад. Внешней торговли - Ул. Пудовкина - Мосфильм - Троицкое-Голенищево - Мосфильмовская ул., 13 - Университетский просп. - Мосфильмовская ул., 35 - Ломоносовский просп. - Каменная плотина - Метро «Минская» - Староволынская ул. - Б-ца № 1 - РЭУ им. Плеханова - Веерная ул. - Почта - Веерная ул., 20 - Веерная ул., 12 - Матвеевское";"Автобус";"ГУП «Мосгортранс»";"2255539402";"";"";"";"";"";"";"";"";"";
"1744";"982";"Метро «Теплый Стан» - Метро «Прокшино»";"Метро «Теплый Стан» - Метро «Теплый Стан» - МКАД - Ашан - Мамыри - 23-й км. - Газопровод - Николино - Николин парк - Николо-Хованская улица - Бульвар Веласкеса - ЖК «Испанские Кварталы» - Бульвар Веласкеса - Николо-Хованская улица - СНТ «Коммунарка-2» - Соловьиная роща - Соловьиная роща - Метро «Прокшино»";"Метро «Прокшино» - Хованский пруд - Хованский пруд - Метро «Прокшино» - Соловьиная роща - СНТ «Коммунарка-2» - Николо-Хованская улица - Бульвар Веласкеса - ЖК «Испанские Кварталы» - Бульвар Веласкеса - Николин парк - Николино - Газопровод - Проектируемый пр. № 812 - 23-й км. - Мамыри - Ашан - МКАД - Профсоюзная ул., 156 - Метро «Теплый Стан» - Метро «Теплый Стан»";"Автобус";"ГУП «Мосгортранс»";"2255539410";"";"";"";"";"";"";"";"";"";
"2186";"М78";"Метро «Орехово» - Метро «Выхино»";"Метро «Орехово» - Метро «Орехово» - Метро «Орехово» - Шипиловский проезд, 39 - Шипиловский пр., 49 - Ореховый бульвар, 7 - Домодедовская ул. - Метро «Домодедовская» - Метро «Домодедовская» - Ореховый бульв., 21 - Бассейн - Ореховый пр. - Метро «Красногвардейская» - Метро «Красногвардейская» - Кустанайская ул. - Управа района Зябликово - Шипиловская ул., 60 - Торговый центр - Южные ворота - Алексеево - ТЭЦ № 22 - Монтажный з-д - Белая Дача - 11-й км. - 138-й кв. Выхина - 19-й таксомоторный парк - Поликлиника - Школа - Метро «Юго-Восточная» - Ташкентский пер. - Рязанский просп. - Метро «Выхино»";"Метро «Выхино» - Метро «Выхино» - Рязанский просп. - Ташкентский пер. - Метро «Юго-Восточная» - Школа - Поликлиника - 19-й таксомоторный парк - 138-й кв. Выхина - 11-й км. - Белая Дача - Монтажный з-д - ТЭЦ № 22 - Алексеево - Южные ворота - Торговый центр - Сквер «Лесная сказка» - Шипиловская ул., 60 - Управа района Зябликово - Кустанайская ул. - Ореховый бульв., 53 - Метро «Красногвардейская» - Метро «Красногвардейская» - Ореховый пр. - Бассейн - Ореховый бульв., 21 - Метро «Домодедовская» - Метро «Домодедовская» - Домодедовская ул. - Ореховый бульвар, 7 - Шипиловский пр., 49 - Шипиловский проезд, 39 - Метро «Орехово» - Метро «Орехово» - Метро «Орехово»";"Автобус";"ГУП «Мосгортранс»";"2255539422";"";"";"";"";"";"";"";"";"";
"2203";"М82";"14-й мкр. Орехово-Борисова - 6-я Радиальная улица";"14-й мкр. Орехово-Борисова - 14-й мкр. Орехово-Борисова - Метро «Красногвардейская» - Метро «Красногвардейская» - Роспотребнадзор - Федеральный клинический центр - Задонский пр., 40 - Задонский пр., 24 - Сквер «Лесная сказка» - Шипиловская ул., 60 - Метро «Шипиловская» - Шипиловская улица, 41 - Шипиловская ул., 44 - Шипиловская ул., 25 - Ул. Ген. Белова, 17 - Колледж управления - 7-й мкр. Орехово-Борисова - Юридический колледж - Шипиловская ул. - Шипиловская ул., 5 - Шипиловский ЗАГС - Дольская ул. - Новоцарицынское ш. - МЦД Царицыно - Театр юного зрителя (областной) - 6-я Радиальная улица";"6-я Радиальная улица - 6-я Радиальная улица - Спортивная ул. - Театр юного зрителя (областной) - МЦД Царицыно - Новоцарицынское ш. - Дольская ул. - Шипиловский ЗАГС - Шипиловская ул., 5 - Шипиловская ул. - Юридический колледж - 7-й мкр. Орехово-Борисова - Колледж управления - Ул. Ген. Белова, 17 - Шипиловская ул., 25 - Шипиловская ул., 44 - Шипиловская улица, 41 - Метро «Шипиловская» - Шипиловская ул., 60 - Шипиловская ул., 64 - Задонский пр., 24 - Задонский пр., 40 - Федеральный клинический центр - Роспотребнадзор - Ореховый бульв., 53 - Метро «Красногвардейская» - Метро «Красногвардейская» - Ясеневая ул., 43 - 14-й мкр. Орехово-Борисова - 14-й мкр. Орехово-Борисова";"Автобус";"ГУП «Мосгортранс»";"2255539424";"";"";"";"";"";"";"";"";"";
"1770";"С11";"Таллинская ул. - 8-й микрорайон Митина";"Таллинская ул. - Таллинская ул. - Строгинский бульв. - Отделение социальной защиты населения - Метро «Строгино» (запад. вестибюль) - Метро «Строгино» (вост. вестибюль) - Спорткомплекс «Янтарь» - Музыкальная школа им. Майкапара - Культурно-досуговый центр - Школа им. Маресьева - Мякининский пр. - Неманский пр., 11 - Поворот на Строгино - Ул. Исаковского - МЦД Трикотажная - Спас - Метро «Волоколамская» - Цариков пер. - Митинская улица, 26 - Митинская ул., 32 - Метро «Митино» - Ул. Барышиха - Дубравная ул., 48 - Улица Генерала Белобородова - Пенягинская ул. - Ул. Ген. Белобородова, 16 - Школа - Бассейн - Ул. Ген. Белобородова, 30 - 8-й микрорайон Митина - 8-й микрорайон Митина";"8-й микрорайон Митина - 8-й микрорайон Митина - Ул. Ген. Белобородова, 30 - Бассейн - Школа - Ул. Ген. Белобородова, 16 - Пенягинская ул. - Дубравная ул., 48 - Ул. Барышиха - Метро «Митино» - Метро «Митино» - Митинская улица, 26 - Метро «Волоколамская» - Ул. Исаковского - Поворот на Строгино - Мякинино - Неманский пр., 11 - Мякининский пр. - Школа им. Маресьева - Ул. Кулакова - Культурно-досуговый центр - Музыкальная школа им. Майкапара - Метро «Строгино» (вост. вестибюль) - Метро «Строгино» (запад. вестибюль) - Отделение социальной защиты населения - Строгинский бульв. - Таллинская ул. - Таллинская ул.";"Автобус";"ГУП «Мосгортранс»";"2255539429";"";"";"";"";"";"";"";"";"";
"14150229";"С15";"Платф. Лось - МФЦ р-на Ярославский";"Платф. Лось - Платф. Лось - Колледж современных технологий - Янтарный пр. - Библиотека - Шушенская ул. - Бабушкинский парк - Бабушкинский парк - Киноконцертный зал «Орион» - Ул. Летчика Бабушкина - Поликлиника - Печорская ул. - Метро «Бабушкинская» - Ул. Менжинского, 38 - Сухонская ул. - Пр. Шокальского - Поликлиника № 218 - Медведковский ЗАГС - Раево - Управа района Северное Медведково - Заревый пр. - Заревый пр., 19 - Широкая ул., 5 - Метро «Медведково» - Отделение связи № 224 - Широкая ул. - Северодвинская ул. - Осташковское ш. - Тайнинская - Перловская - Поворот на Мытищи - Ул. Егора Абакумова - Новый театр - Детская п-ка - МФЦ р-на Ярославский";"МФЦ р-на Ярославский - Малыгинский пр. - Ул. Проходчиков - Ул. Ротерта, 9 - Ул. Ротерта, 12 - Ул. Ротерта - Поворот на Мытищи - Перловская - Тайнинская - Осташковское ш. - Северодвинская ул. - Широкая улица - Осташковская ул. - Отделение связи № 224 - Метро «Медведково» - Метро «Медведково» - Заревый пр., 19 - Заревый пр. - Управа района Северное Медведково - Раево - Медведковский ЗАГС - Поликлиника № 218 - Пр. Шокальского - Сухонская ул. - Ул. Менжинского, 38 - Метро «Бабушкинская» - Печорская ул. - Поликлиника - Ул. Летчика Бабушкина - Ул. Рудневой - Киноконцертный зал «Орион» - Бабушкинский парк - Шушенская ул. - Библиотека - Янтарный пр. - Минусинская ул. - Колледж современных технологий - Платф. Лось";"Автобус";"ООО «Таксомоторный парк № 20»";"2255539447";"";"";"";"";"";"";"";"";"";
"14150230";"С16";"9-й мкр. Кожухова - Косинская ф-ка";"9-й мкр. Кожухова - Лухмановская ул., 27 - 9-й «А» мкр. Кожухова - Лухмановская ул., 17 - Река Рудневка - Ул. Рудневка - Поликлиника - Ул. Татьяны Макаровой - Ул. Рудневка, 9 - Святоозерская ул., 2 - МФЦ Косино-Ухтомский - Святоозерская ул., 16 - Святоозерская ул. - Метро «Лухмановская» - Ул. Дмитриевского, 11 - Ул. Дмитриевского, 7 - Метро «Улица Дмитриевского» - Косинское ш. - Каскадная ул., 20 - Детский сад - Учебный комплекс - Златоустовская ул. - Платф. Ухтомская - Ул. Михельсона - Поселковая ул. - Платф. Косино - Муромская улица - Б. Косинская ул., 24 - Косинская ф-ка";"Косинская ф-ка - Б. Косинская ул., 24 - Муромская улица - Платф. Косино - Поселковая ул. - Лениногорская ул., 24 - Платф. Ухтомская - Златоустовская ул. - Учебный комплекс - Детский сад - Каскадная ул., 20 - Метро «Улица Дмитриевского» - Ул. Дмитриевского, 7 - Ул. Дмитриевского, 11 - Метро «Лухмановская» (запад. вестибюль) - Святоозерская ул. - Святоозерская ул., 16 - МФЦ Косино-Ухтомский - Святоозерская ул., 2 - Ул. Медведева - Ул. Рудневка, 9 - Ул. Татьяны Макаровой - Поликлиника - Ул. Рудневка - 4-й мкр. Кожухова - Река Рудневка - Лухмановская ул., 27 - 9-й «А» мкр. Кожухова - Лухмановская ул., 17 - Лухмановская ул., 29 - 9-й мкр. Кожухова";"Автобус";"ООО «Таксомоторный парк № 20»";"2255539448";"";"";"";"";"";"";"";"";"";
"1663";"М9";"Рижский вокзал - МЦК ЗИЛ";"Рижский вокзал - Рижский вокзал - 2-й Крестовский пер. - Трифоновская ул. - Банный пер. - Капельский пер. - Метро «Просп. Мира» (радиальная) - Метро «Просп. Мира» - Аптекарский огород - Мещанская слобода - Метро «Сухаревская» - Сретенка - Сретенские Ворота - Метро «Лубянка» - Театральная пл. - Манежная пл. - Метро «Библиотека им. Ленина» - Боровицкая пл. - Болотная площадь - Большая Якиманка - Метро «Полянка» - 1-й Казачий пер. - Серпуховская пл. - Метро «Добрынинская» - Метро «Серпуховская» - 3-й Люсиновский пер. - Ул. Павла Андреева - Детская п-ка - Даниловская площадь - Даниловский рынок - Метро «Тульская» (сев.) - Метро «Тульская» (южн.) - Автозаводский мост - Платф. Тульская - 2-й Тульский пер. - Школа - МЦК ЗИЛ";"МЦК ЗИЛ - Школа - Ул. Тюфелева Роща - Метро «Тульская» (сев.) - Серпуховская Застава - Александровские казармы - 3-й Павловский пер. - Театриум на Серпуховке - Ул. Павла Андреева - Ин-т им. Вишневского - Метро «Серпуховская» - Серпуховская пл. - 1-й Спасоналивковский пер. - 1-й Казачий пер. - Метро «Полянка» - Большая Якиманка - Болотная площадь - Метро «Библиотека им. Ленина» - Манежная пл. - Театральная пл. - Метро «Лубянка» - Сретенские Ворота - Сретенка - Метро «Сухаревская» - Мещанская слобода - Аптекарский огород - Метро «Просп. Мира» - Метро «Просп. Мира» (радиальная) - Капельский пер. - Банный пер. - Трифоновская ул. - Рижский вокзал - Рижский вокзал";"Автобус";"ГУП «Мосгортранс»";"2255539457";"";"";"";"";"";"";"";"";"";
"2138";"М90";"Метро «Беляево» - Метро «Лубянка»";"Метро «Беляево» - Метро «Беляево» - Метро «Беляево» - Почта - 6-й мкр. - Ул. Ген. Антонова - Ул. Введенского, 8 - 1-й автобусный парк - Ул. Введенского - Ул. Обручева, 63 - Балаклавский просп. - Севастопольский просп., 81 - Спортшкола - Метро «Зюзино» - Перекопская ул. - Префектура ЮЗАО - Болотниковская ул. - Зюзинская ул. - Ростест-Москва - Нахимовский просп. - К/т «Таллин» - Ул. Ремизова - Долина реки Коршуниха - 6-й Загородный пр. - Севастопольский просп., 12 - МЦК Крымская - Севастопольский просп., 1 - Б-ца им. Алексеева - Спортивная школа «Тринта» - 2-й Тульский пер. - Духовской пер. - 3-я Рощинская ул. - Метро «Тульская» - Даниловский рынок - Александровские казармы - Детская п-ка - Ул. Павла Андреева - Театриум на Серпуховке - Ин-т им. Вишневского - Метро «Серпуховская» - Серпуховская пл. - Вишняковский пер. - Стар. Толмачевский пер. - Метро «Новокузнецкая» - Ул. Балчуг - Б. Москворецкий мост - Красная пл. - Метро «Китай-город» - Метро «Лубянка» - Политехнический музей - Метро «Лубянка»";"Метро «Лубянка» - Метро «Лубянка» - Метро «Китай-город» - Варварка - Красная пл. - Б. Москворецкий мост - Ул. Балчуг - 3-й Кадашевский пер. - Метро «Третьяковская» - Иверский пер. - Б. Ордынский пер. - Театр «Глас» - Серпуховская пл. - Метро «Добрынинская» - Метро «Серпуховская» - 3-й Люсиновский пер. - Ул. Павла Андреева - Детская п-ка - Даниловская площадь - Даниловский рынок - Метро «Тульская» (сев.) - Метро «Тульская» (южн.) - Духовской пер. - Спортивная школа «Тринта» - Б-ца им. Алексеева - Севастопольский просп., 1 - МЦК Крымская - Севастопольский просп., 12 - 6-й Загородный пр. - Долина реки Коршуниха - Ул. Ремизова - К/т «Таллин» - Нахимовский просп. - Ростест-Москва - Зюзинская ул. - Болотниковская ул. - Префектура ЮЗАО - Перекопская ул. - Метро «Зюзино» - Спортшкола - Севастопольский просп., 81 - Балаклавский просп. - Ул. Обручева, 45 - Ул. Введенского - 1-й автобусный парк - Ул. Введенского, 8 - Ул. Ген. Антонова - 6-й мкр. - Почта - Метро «Беляево» - Метро «Беляево»";"Автобус";"ГУП «Мосгортранс»";"2255539458";"";"";"";"";"";"";"";"";"";
"2083";"С216";"Стадион «Лужники» (южн.) - Метро «Краснопресненская»";"Стадион «Лужники» (южн.) - Стадион «Лужники» (южн.) - Спортзал «Дружба» - Лужнецкая наб. - Ул. Хамовнический Вал, 2 - Комсомольский просп. - МЦК Лужники - Метро «Спортивная» - Новодевичий монастырь - Новодевичий пр. - Саввинская наб. - Московский шёлк - 2-й пер. Тружеников - Мост Богдана Хмельницкого - Смоленская наб. - Новоарбатский мост - Пл. Свободной России - Метро «Краснопресненская»";"Метро «Краснопресненская» - Метро «Краснопресненская» - Пл. Свободной России - Новоарбатский мост - Смоленская наб. - Мост Богдана Хмельницкого - 2-й пер. Тружеников - Московский шёлк - Саввинская наб. - Новодевичий пр. - Новодевичий монастырь - Метро «Спортивная» - МЦК Лужники - Хамовнический Вал - Комсомольский просп. - Ул. Хамовнический Вал, 2 - Лужнецкая наб. - Спортзал «Дружба» - Стадион «Лужники» (южн.) - Стадион «Лужники» (южн.)";"Автобус";"ГУП «Мосгортранс»";"2255539465";"";"";"";"";"";"";"";"";"";
"2115";"Е30";"4-й мкр. Митина - 4-й мкр. Митина";"4-й мкр. Митина - 4-й мкр. Митина - Метро «Пятницкое ш.» - Военный городок - Дубравная ул. - Митинский радиорынок - 1-й мкр. Митина - МЦД Трикотажная - 15-й автобусный парк - Метро «Тушинская» - Канал им. Москвы - Б-ца РЖД - Пехотная ул. - Ул. Панфилова - Метро «Сокол» - Метро «Аэропорт» (сев.) - Финансовый университет - Ул. Серегина - Метро «Динамо» - Отель «Советский» - Театр »Ромэн» - МЦД Белорусская - Белорусский вокзал - Б. Грузинская ул. - Ул. Юлиуса Фучика - Метро «Маяковская» - Глазная б-ца - Пушкинская пл. - Тверская пл. - Метро «Охотный ряд» - Манежная пл. - Театральная пл. - Метро «Лубянка» - Метро «Китай-город» - Метро «Лубянка» - Политехнический музей - Метро «Лубянка» - Театральная пл. - Метро «Охотный ряд» - Тверская пл. - Пушкинская пл. - Глазная б-ца - Метро «Маяковская» - Ул. Юлиуса Фучика - Б. Грузинская ул. - Белорусский вокзал - Ленинградский просп., 12 - Отель «Советский» - Театр »Ромэн» - Метро «Динамо» - Ул. Серегина - МАДИ - Финансовый университет - Метро «Сокол» - Ул. Панфилова - Пехотная ул. - Б-ца РЖД - Метро «Тушинская» - 15-й автобусный парк - МЦД Трикотажная - 1-й мкр. Митина - Митинский радиорынок - Дубравная ул. - Военный городок - Метро «Пятницкое ш.» - 4-й мкр. Митина - 4-й мкр. Митина";"нет, кольцевой маршрут";"Автобус";"ГУП «Мосгортранс»";"2255539476";"";"";"";"";"";"";"";"";"";
"2217";"МЦ2";"Метро «Прокшино» - ММЦ УФМС";"Метро «Филатов Луг» - Метро «Прокшино» - ММЦ УФМС";"ММЦ УФМС - ММЦ УФМС - Метро «Прокшино» - Метро «Филатов Луг»";"Автобус";"ГУП «Мосгортранс»";"2255539480";"";"";"";"";"";"";"";"";"";
"2095";"С339";"Ул. Расплетина - Метро «Полежаевская»";"Ул. Расплетина - Ул. Расплетина - Ин-т Приборостроения - Управа района Щукино - Поликлиника - Ул. Марш. Конева - Метро «Октябрьское поле» - Метро «Октябрьское поле» - Ул. Марш. Вершинина - Ул. Берзарина - Ул. Берзарина - Ул. Марш. Вершинина - Метро «Октябрьское поле» - З-д «Энергоприбор» - МЦК Зорге - ТЭЦ № 16 - Ин-т «Гипросвязь» - Новохорошевский пр. - 3-я Хорошевская ул. - МЦК Хорошёво - Ул. Зорге - Метро «Полежаевская»";"Метро «Полежаевская» - Метро «Полежаевская» - Ул. Зорге - МЦК Хорошёво - 3-я Хорошевская ул. - Новохорошевский пр. - Ин-т «Гипросвязь» - ТЭЦ № 16 - МЦК Зорге - Ул. Марш. Бирюзова, 1 - З-д «Энергоприбор» - Метро «Октябрьское поле» - Ул. Народного Ополчения, 54 - МЦК Панфиловская - К/т «Юность» - Метро «Октябрьское поле» - Ул. Марш. Конева - Ул. Марш. Рыбалко - Поликлиника - Управа района Щукино - Ин-т Приборостроения - Ул. Расплетина - Ул. Расплетина";"Автобус";"ГУП «Мосгортранс»";"2255539486";"";"";"";"";"";"";"";"";"";
