"ID";"RouteNumber";"RouteName";"TrackOfFollowing";"ReverseTrackOfFollowing";"TypeOfTransport";"CarrierName";"global_id";"ID_en";"RouteNumber_en";"RouteName_en";"TrackOfFollowing_en";"ReverseTrackOfFollowing_en";"TypeOfTransport_en";"CarrierName_en";"geodata_center";"geoarea";
"Код";"Номер маршрута";"Наименование маршрута";"Трасса следования маршрута (прямое направление)";"Трасса следования маршрута (обратное направление)";"Вид транспорта";"Наименование юридического лица или индивидуального предпринимателя, осуществляющего перевозки пассажиров по маршруту ";"global_id";"ID_en";"RouteNumber_en";"RouteName_en";"TrackOfFollowing_en";"ReverseTrackOfFollowing_en";"TypeOfTransport_en";"CarrierName_en";"geodata_center";"geoarea";
"795";"400";"Ст. Крюково - Метро «Речной вокзал»";"Ст. Крюково - Станция Крюково - Панфиловский просп. - Октябрьская - 12-й мкр. - Берёзовая ал. - Дом мебели - 1-й Торговый центр - К/т «Электрон» - М-н «Детский мир» - М-н «Океан» - Дом быта - М-н «Товары для дома» - Спортивная школа - Московский просп. - Дом журналистов - Елино - Санаторий им. Артема - Деревня Черная Грязь - Кирилловка - Черкизово - Новоподрезково - Молжаниновка - Платф. Молжаниново - Монумент - 23-й км. - Родионово - Нагорное ш. - Ул. Маяковского - Бутаково - Химкинская б-ца - Канал им. Москвы - Беломорская ул. - Районный центр «Нева» - Метро «Беломорская» - Метро «Беломорская» - Метро «Речной вокзал»";"Метро «Речной вокзал» - Метро «Речной вокзал» - Беломорская ул. - Канал им. Москвы - Химкинская б-ца - Бутаково - Ул. Маяковского - Нагорное ш. - Родионово - 23-й км. - Монумент - Платф. Молжаниново - Молжаниновка - Новоподрезково - Черкизово - Кирилловка - Деревня Черная Грязь - Санаторий им. Артема - Елино - Дом журналистов - Московский просп. - Ведогонь театр - Студенческая - Музыкальная школа - Ул. Юности - К/т «Электрон» - 1-й Торговый центр - Дом мебели - Берёзовая ал. - 12-й мкр. - Октябрьская - Панфиловский просп. - Ст. Крюково";"Автобус";"ГУП «Мосгортранс»";"2255538338";"";"";"";"";"";"";"";"";"";
"514";"400К";"14-й мкр. - Метро «Сходненская»";"14-й мкр. - 14-й мкр. - Выставочный зал - Корпус 1407 - Дворец единоборств - Школа искусств - Центр занятости населения - Детская п-ка - Корпус 1538 - Корпус 1640 - Корпус 1645 - Пенсионный фонд - Ледовый дворец - Мкр. Зеленый бор - Кутузовская слобода - Кутузовское шоссе, 1 - Брехово-2 - Вахнеевка - Санаторий «Энергия» - Большаково - Школа - Ферма - Санаторий - 4-й мкр. Митина - Метро «Пятницкое ш.» - Метро «Митино» - Митинская улица, 26 - Школа № 1425 - Пос. Новобратцевский - Братцево - Бульв. Яна Райниса, 20 - Туристская ул. - Метро «Сходненская»";"Метро «Сходненская» - Метро «Сходненская» - Бульв. Яна Райниса, 10 - Туристская ул. - Бульв. Яна Райниса, 20 - Братцево - Посёлок Новобратцевский - Митинская улица, 26 - Митинская ул., 32 - Метро «Митино» - Метро «Пятницкое ш.» - Метро «Пятницкое ш.» - 4-й мкр. Митина - Санаторий - Школа - Большаково - Санаторий «Энергия» - Вахнеевка - Брехово-2 - Кутузовское шоссе, 1 - Кутузовская слобода - Мкр. Зеленый бор - Улица Радио - Овражная ул. - Ледовый дворец - Пенсионный фонд - Корпус 1645 - Корпус 1538 - Детская п-ка - Центр занятости населения - Школа искусств - Дворец единоборств - Корпус 1407 - Выставочный зал - 14-й мкр. - 14-й мкр.";"Автобус";"ГУП «Мосгортранс»";"2255538340";"";"";"";"";"";"";"";"";"";
"738";"400Т";"17-й мкр. - Метро «Тушинская»";"17-й мкр. - 17-й мкр. - Георгиевский просп. - 16-й мкр. - Корпус 1602 - Михайловский пруд - Рынок - Корпус 1538 - Детская п-ка - Центр занятости населения - Дежурная аптека - Новокрюковская ул. - Ст. Крюково - Заводская ул. - Мкр. Зеленый бор - Кутузовская слобода - Кутузовское шоссе, 1 - Брехово-2 - Вахнеевка - Санаторий «Энергия» - Большаково - Пос. Юрлово - Школа - Ферма - Больница - Санаторий - 4-й мкр. Митина - Метро «Пятницкое ш.» - Митинский радиорынок - 1-й мкр. Митина - МЦД Трикотажная - Метро «Тушинская» - Метро «Тушинская»";"Метро «Тушинская» - Метро «Тушинская» - МЦД Трикотажная - 1-й мкр. Митина - Митинский радиорынок - Метро «Пятницкое ш.» - 4-й мкр. Митина - Санаторий - Больница - Школа - Пос. Юрлово - Большаково - Санаторий «Энергия» - Вахнеевка - Брехово-2 - Кутузовское шоссе, 1 - Кутузовская слобода - Мкр. Зеленый бор - Заводская ул. - Ст. Крюково - Новокрюковская ул. - Дежурная аптека - Центр занятости населения - Детская п-ка - Корпус 1538 - Стоматологическая п-ка - Рынок - Михайловский пруд - 15-й мкр. - Корпус 1602 - Георгиевский просп. - 17-й мкр. - 17-й мкр.";"Автобус";"ГУП «Мосгортранс»";"2255538344";"";"";"";"";"";"";"";"";"";
"586";"146";"2-й мкр. Южного Бутова - Метро «Бульв. Дмитрия Донского»";"2-й мкр. Южного Бутова - 2-й мкр. Южного Бутова - Метро «Бульв. Адм. Ушакова» - Ул. Адм. Лазарева, 6 - Плавский пр. - Физико-математическая школа - Ул. Адм. Лазарева - Метро «Ул. Горчакова» - Южнобутовская ул. - 4-й мкр. Южного Бутова - Храм - Управление Соцзащиты - Чечерский пр., 10 - Поликлиника № 99 - Веневская ул. - Изюмская ул. - Школа - Новобутовская ул., 13 - Изюмская ул., 22 - Скобелевская ул. - Старокрымская ул. - Пожарное депо - Ул. Акад. Глушко - 3-й мкр. Северного Бутова - Ул. Грина, 9 - Ул. Грина - Метро «Бульв. Дмитрия Донского»";"Метро «Бульв. Дмитрия Донского» - Метро «Бульв. Дмитрия Донского» - Ул. Грина - Ул. Грина, 9 - 3-й мкр. Северного Бутова - Ул. Акад. Глушко - Ул. Поляны, 8 - Пожарное депо - Старокрымская ул. - Скобелевская ул. - Изюмская ул., 22 - Новобутовская ул., 13 - Школа - Изюмская ул. - Изюмская ул. - Мед. центр - Веневская ул. - Поликлиника № 99 - Чечерский пр., 10 - Управление Соцзащиты - Храм - 4-й мкр. Южного Бутова - Южнобутовская ул. - Метро «Ул. Горчакова» - Ул. Адм. Лазарева - Плавский пр. - Физико-математическая школа - Метро «Бульв. Адм. Ушакова» - Бульв. Адм. Ушакова - 2-й мкр. Южного Бутова - 2-й мкр. Южного Бутова";"Автобус";"ГУП «Мосгортранс»";"2255538346";"";"";"";"";"";"";"";"";"";
"781";"400Э";"Северная - Метро «Ховрино»";"Северная - М-н «Океан» - М-н «Товары для дома» - Спортивная школа - Московский просп. - Метро «Ховрино»";"Метро «Ховрино» - Московский просп. - Ведогонь театр - Студенческая - Музыкальная школа - Ул. Юности - К/т «Электрон» - 1-й Торговый центр - Берёзка - Автокомбинат - Северная";"Автобус";"ГУП «Мосгортранс»";"2255538348";"";"";"";"";"";"";"";"";"";
"732";"133";"Метро «Щелковская» - Метро «Рязанский просп.»";"Метро «Щелковская» - Метро «Щелковская» - 11-я Парковая ул. - Чусовская ул. - 15-я Парковая ул. - Новосибирская ул. - Хабаровская ул. - МКАД - Мкр. «1-е Мая» - Шоссе Энтузиастов - Ивановское - Саянская ул. - МФЦ Ивановское - Ул. Молостовых, 8 - Колледж индустрии гостеприимства и менеджмента - Предприятие № 12 Всероссийского Общества Слепых - Ул. Молостовых - Фрязевская ул. - Платф. Новогиреево - Свободный просп. - Вешняковская ул. - Музей «Кусково» - Ул. Молдагуловой - Ул. Юности, 11 - Аллея Первой Маёвки - Ул. Паперника, 17 - Театр Чихачева - Метро «Рязанский просп.»";"Метро «Рязанский просп.» - Метро «Рязанский просп.» - Театр Чихачева - Ул. Паперника, 17 - Аллея Первой Маёвки - Ул. Юности, 11 - Ул. Молдагуловой - Музей «Кусково» - Вешняковская ул. - Платф. Новогиреево - Фрязевская ул. - Ул. Молостовых, 19 - Предприятие № 12 Всероссийского Общества Слепых - Колледж индустрии гостеприимства и менеджмента - Ул. Молостовых, 8 - МФЦ Ивановское - Саянская ул. - Ивановское - Ивановский мост - Ул. Сталеваров - Шоссе Энтузиастов - Мкр. «1-е Мая» - МКАД - Хабаровская ул. - Новосибирская ул. - 15-я Парковая ул. - Чусовская ул. - 11-я Парковая улица - Метро «Щелковская» - Метро «Щелковская»";"Автобус";"ГУП «Мосгортранс»";"2255538351";"";"";"";"";"";"";"";"";"";
"359";"136";"ВДНХ (главный вход) - МЦД Лианозово";"ВДНХ (главный вход) - Метро «ВДНХ» - Метро «ВДНХ» - Ул. Бориса Галушкина - Ул. Докукина - МЦК Ростокино - Полиграфический колледж - Колледж современных технологий - МГСУ - Ул. Вешних Вод - Школа № 750 - Федоскинская ул. - Малыгинский пр. - Детская п-ка - Новый театр - Ул. Егора Абакумова - Поворот на Мытищи - Перловская - Тайнинская - Осташковское ш. - 10-й кв. Медведкова - Подушкино - 8-й мкр. Бибирева - Алтуфьевское ш. - Лианозовское кладб. - МЦД Марк - Дмитровское ш., 116 - МЦД Лианозово";"МЦД Лианозово - МЦД Лианозово - Дмитровское ш., 116 - МЦД Марк - Лианозовское кладб. - Алтуфьевское ш. - 8-й мкр. Бибирева - Подушкино - 10-й кв. Медведкова - Осташковское ш. - Тайнинская - Перловская - Поворот на Мытищи - Ул. Егора Абакумова - Новый театр - Детская п-ка - Малыгинский пр. - Федоскинская ул. - Школа № 750 - Ул. Вешних Вод - МГСУ - Колледж современных технологий - Полиграфический колледж - МЦК Ростокино - Ул. Докукина - Ул. Бориса Галушкина - Метро «ВДНХ» - ВДНХ (главный вход) - ВДНХ (главный вход)";"Автобус";"ГУП «Мосгортранс»";"2255538362";"";"";"";"";"";"";"";"";"";
"654";"117";"2-й мкр. Южного Бутова - Нововатутинский просп.";"2-й мкр. Южного Бутова - 2-й мкр. Южного Бутова - 3-й мкр. Южного Бутова - Метро «Бульв. Адм. Ушакова» - Мкр. Поляны - Центр социальной реабилитации - Южнобутовская ул. - 4-й мкр. Южного Бутова - Поликлиника № 121 - 5-й мкр. Южного Бутова - Южнобутовская ул. - Метро «Бунинская аллея» - Ул. Адм. Лазарева, 58 - Бартеневская ул. - Ул. Акад. Семенова - Комплекс «В» Южного Бутова - Школа - ЖК «Бунинский» - Пр. пр. № 7048 - Ивановское кладб. - Бунино - Ямонтово - Школа - Посёлок «Воскресенское» - Школа - Ямонтово - Садовое товарищество «Рассвет» - Коттеджный поселок - Поворот на с/х «Воскресенское» - Поворот на д. Городище - Ракитки - Оздоровительный комплекс «Десна» - Десна - 2 - Ватутинки - мкр. Южный - 6-я Нововатутинская улица - Чароитовая ул. - Нововатутинский просп., 8 - Нововатутинский просп.";"Нововатутинский просп. - Нововатутинский просп. - Светлая ул. - Ватутинки - мкр. Южный - Десна - 2 - Оздоровительный комплекс «Десна» - Ракитки - Поворот на д. Городище - Поворот на с/х «Воскресенское» - Коттеджный поселок - Садовое товарищество «Рассвет» - Ямонтово - Школа - Посёлок «Воскресенское» - Школа - Ямонтово - Бунино - Ивановское кладб. - Пр. пр. № 7048 - ЖК «Бунинский» - Школа - Комплекс «В» Южного Бутова - Ул. Акад. Семенова - Бартеневская ул. - Ул. Адм. Лазарева, 58 - Метро «Бунинская аллея» - 5-й мкр. Южного Бутова - 5-й мкр. Южного Бутова - Поликлиника № 121 - 4-й мкр. Южного Бутова - Южнобутовская ул. - Центр социальной реабилитации - Мкр. Поляны - Метро «Бульв. Адм. Ушакова» - Бульв. Адм. Ушакова - 2-й мкр. Южного Бутова - 2-й мкр. Южного Бутова";"Автобус";"ГУП «Мосгортранс»";"2255538367";"";"";"";"";"";"";"";"";"";
"14150245";"422";"Первомайское - Столбово";"Первомайское - Рабочая ул. - Ново-Никольское - ПСК «Сотрудничество» - Весенино-2 - Весенино-1 - Жилой комплекс - Рогозинино-2 - Рогозинино-1 - Поворот на Горчаково - Дубрава - Липовая ул. - Заречная ул. - Торговый центр - Пос. Птичное - Поповка - Полевая улица - Производственный комплекс - Поворот на Ширяево - Губцево - Пос. Светлый - Хутор - Складское хозяйство - Ботаково - Д. Жуковка - Хут. Ильичёвка, 8 - Творчество - Дачно-строительный кооператив - Согласие-1 - Согласие-2 - Фоминское - Московская ул. - Чароитовая ул. - Оздоровительный комплекс - Мкр. Центральный - Нововатутинский просп., 8 - Нововатутинский просп. - Нововатутинский просп. - Светлая ул. - Ватутинки - мкр. Южный - Десна - 2 - Оздоровительный комплекс «Десна» - Ракитки - Поворот на д. Городище - Коттеджный поселок - Поворот на с/х «Воскресенское» - Сосенки - Калужское ш. - Метро «Ольховая» - Метро «Коммунарка» - Столбово";"Столбово - Метро «Ольховая» - Калужское ш. - Сосенки - Поворот на с/х «Воскресенское» - Коттеджный поселок - Поворот на д. Городище - Ракитки - Оздоровительный комплекс «Десна» - Десна - 2 - Ватутинки - мкр. Южный - Нововатутинский просп., 8 - Нововатутинский просп. - Нововатутинский просп. - Мкр. Центральный - Чароит - Оздоровительный комплекс - Чароитовая ул. - Московская ул. - Фоминское - Согласие-2 - Согласие-1 - Дачно-строительный кооператив - Творчество - Хут. Ильичёвка, 8 - Д. Жуковка - Ботаково - Складское хозяйство - Хутор - Пос. Светлый - Губцево - Поворот на Ширяево - Производственный комплекс - Полевая ул. - Поповка - Пос. Птичное - Торговый центр - Заречная ул. - Липовая ул. - Поворот на Птичное - Дубрава - Поворот на Горчаково - Рогозинино-1 - Рогозинино-2 - Жилой комплекс - Весенино-1 - Весенино-2 - ПСК «Сотрудничество» - Ново-Никольское - Рабочая ул. - Первомайское";"Автобус";"ООО «Трансавтолиз»";"2255538372";"";"";"";"";"";"";"";"";"";
"141500221";"428";"ВДНХ (главный вход) - ВДНХ (главный вход)";"ВДНХ (главный вход) - Метро «ВДНХ» - ВДНХ (сев.) - Ул. Сергея Эйзенштейна - Депо имени Баумана - Киностудия им. Горького - РГСУ - Метро «Ботанический сад» - Метро «Ботанический сад» - Снежная ул., 4 - Снежная ул., 14 - К/т «Сатурн» - Метро «Свиблово» - Метро «Свиблово» - Кольская ул. - Ивовая улица - Вересковая ул. - Заповедная ул. - МФЦ «Южное Медведково» - К/т «Полярный» - Ул. Молодцова - Поликлиника - Ул. Тихомирова - Продмаг - Широкая ул., 5 - Метро «Медведково» - Отделение связи № 224 - Широкая ул. - Северодвинская ул. - Северодвинская ул., 19 - Северодвинская ул., 11 - Северодвинская ул., 9 - Универсам - Осташковская ул. - Отделение связи № 224 - Метро «Медведково» - Метро «Медведково» - Широкая ул., 5 - Продмаг - Ул. Тихомирова - Поликлиника - Ул. Молодцова - К/т «Полярный» - МФЦ «Южное Медведково» - Заповедная ул. - Вересковая ул. - Ивовая улица - Метро «Свиблово» - К/т «Сатурн» - Снежная ул., 14 - Снежная улица, 4 - Парк Хуамин - Метро «Ботанический сад» - РГСУ - ВГИК - Киностудия им. Горького - Депо им. Баумана - Ул. Бориса Галушкина - Метро «ВДНХ» - ВДНХ (главный вход)";"нет, кольцевой маршрут";"Автобус";"ООО «Таксомоторный парк № 20»";"2255538373";"";"";"";"";"";"";"";"";"";
"405";"120";"Метро «Озёрная» - 32";"14-й автобусный парк - Метро «Озёрная» - Озёрная ул. - Школа № 816 - Ул. Марии Поливановой - Ул. Пржевальского - Мосгорломбард - Управа района Очаково - Матвеевское - Б. Очаковская ул., 2 - Б. Очаковская ул. - Ул. Лобачевского, 116 - Мичуринский просп. - Метро «Мичуринский проспект» - Метро «Мичуринский проспект» - Ул. Удальцова, 85 - Ул. Коштоянца - Парк им. 50-летия Октября - Метро «Проспект Вернадского» - Метро «Просп. Вернадского» - Ул. Удальцова, 27 - Стоматологическая п-ка - Ул. Удальцова, 5 - Ул. Семёнова-Тян-Шанского - Школа № 169 - Улица Воейкова - 32 - 33-й кв. Юго-Запада";"32 - 33-й кв. Юго-Запада - Ул. Михаила Певцова - Стоматологическая п-ка - Ул. Удальцова, 27 - Метро «Проспект Вернадского» - Метро «Проспект Вернадского» - Парк им. 50-летия Октября - Ул. Коштоянца - Ул. Удальцова, 85 - Метро «Мичуринский проспект» - Метро «Мичуринский проспект» - Метро «Мичуринский проспект» - Мичуринский просп. - Ул. Лобачевского, 116 - Б. Очаковская ул. - Улица Лобачевского, 120 - Б. Очаковская ул. - Б. Очаковская ул., 2 - Управа района Очаково - Матвеевское - Мосгорломбард - Ул. Пржевальского - Ул. Марии Поливановой - Школа № 816 - Ул. Большая Очаковская, 47 - Озёрная ул. - Метро «Озерная» - 14-й автобусный парк";"Автобус";"ГУП «Мосгортранс»";"2255538377";"";"";"";"";"";"";"";"";"";
"338";"43";"МЦК Угрешская - Пр. Энтузиастов";"МЦК Угрешская - Угрешский переезд - Городской сборный пункт - Южнопортовая ул. - МЦК Дубровка - Метро «Дубровка» - Новоостаповская ул. - ЦНИИТМАШ - Шарикоподшипниковская ул. - Арбатецкая ул. - Динамовская ул. - Метро «Пролетарская» - К/т «Победа» - Детский театр - Абельмановская Застава - М. Андроньевская ул. - М. Рогожский пер. - Б. Андроньевская ул. - Музей им. Андрея Рублева - Д/к «Серп и Молот» - Трамвайно-ремонтный з-д - Библиотека им. Грина - Самокатная ул. - Красноказарменная пл. - Лефортовский мост - Лефортовский мост - 1-й Краснокурсантский пр. - Ул. Лефортовский Вал - МЭИ - Метро «Авиамоторная» - Метро «Авиамоторная» - Д/к «Компрессор» - Пр. Энтузиастов";"Пр. Энтузиастов - Д/к «Компрессор» - Метро «Авиамоторная» - Метро «Авиамоторная» - МЭИ - Ул. Лефортовский Вал - 1-й Краснокурсантский пр. - Лефортовский мост - Лефортовский мост - Красноказарменная пл. - Самокатная ул. - Библиотека им. Грина - Трамвайно-ремонтный з-д - Д/к «Серп и Молот» - Музей им. Андрея Рублева - Б. Андроньевская ул. - М. Рогожский пер. - Абельмановская Застава - К/т «Победа» - Детский театр - Метро «Пролетарская» - Динамовская ул. - Арбатецкая ул. - Шарикоподшипниковская ул. - ЦНИИТМАШ - Новоостаповская ул. - Метро «Дубровка» - МЦК Дубровка - Южнопортовая ул. - Городской сборный пункт - Угрешский переезд - МЦК Угрешская";"Трамвай";"ГУП «Мосгортранс»";"2255538383";"";"";"";"";"";"";"";"";"";
"141500233";"469";"Платформа Перово - Метро «Черкизовская»";"Платформа Перово - Кусковская ул. - Ул. Плеханова, 22 - Перовская ул. - Вентиляторный з-д - 2-й пр. Перова Поля - 3-й Плехановский пер. - Ш. Энтузиастов - Метро «Ш. Энтузиастов» - 3-я ул. Соколиной Горы, 17 - 3-я ул. Соколиной Горы - 5-я ул. Соколиной Горы - Просп. Буденного, 24 - 8-я ул. Соколиной Горы - 9-я ул. Соколиной Горы - 10-я ул. Соколиной Горы - Вольная ул. - Кирпичная ул. - Измайловское ш. - Метро «Семеновская» - Ткацкая улица - Ул. Ибрагимова - Мироновская ул. - Борисовская ул. - Больница №36 - Лечебная ул. - Метро «Черкизовская»";"Метро «Черкизовская» (сев.) - Восточный вокзал - Окружной проезд, 4 - Окружной пр. - Лечебная ул. - Больница №36 - Борисовская ул. - Мироновская ул. - Ул. Ибрагимова - Ткацкая ул. - Метро «Семеновская» - Метро «Семеновская» - Кирпичная ул. - Вольная ул. - 10-я ул. Соколиной Горы - 9-я ул. Соколиной Горы - 8-я ул. Соколиной Горы - Просп. Буденного, 24 - 5-я ул. Соколиной Горы - 3-я ул. Соколиной Горы - Компьютерный центр «Буденовский» - Ул. Буракова - Просп. Буденного - Метро «Ш. Энтузиастов» - Ш. Энтузиастов - 3-й Плехановский пер. - 2-й пр. Перова Поля - Вентиляторный з-д - Перовская ул. - Ул. Плеханова, 22 - Кусковская ул. - Платформа Перово";"Автобус";"ООО «СТАРТРАНС»";"2255538396";"";"";"";"";"";"";"";"";"";
"141500225";"440";"Авиамоторная ул., 75 - Торговый комплекс «Тройка»";"Авиамоторная ул., 75 - 8-й таксомоторный парк - 4-я Кабельная ул. - Дворец единоборств - Авиамоторная ул., 30 - 3-я Кабельная ул. - Метро «Авиамоторная» - Метро «Авиамоторная» - Лефортовский рынок - Энергетический пр. - Ул. Лефортовский вал - 1-й Краснокурсантский пр. - Госпитальная площадь - Центр социального обслуживания - Учебно-лабораторный корпус МГТУ - Госпитальный пер. - Метро «Бауманская» - Бакунинская улица - Бауманская ул., 17 - Бауманская ул. - Поликлиника - Ольховская ул. - Верхняя Красносельская ул. - Стоматологическая п-ка - 2-й Красносельский пер. - Муз. школа - Ф-ка им. Бабаева - Ул. Гаврикова";"Ул. Гаврикова - Торговый комплекс «Тройка» - Ф-ка им. Бабаева - Муз. школа - 2-й Красносельский пер. - Метро «Красносельская» - Нижн. Красносельская ул. - Ольховская ул. - Поликлиника - Бакунинская ул. - Метро «Бауманская» - Лефортовская пл. - Госпитальный пер. - Учебно-лабораторный корпус МГТУ - Центр социального обслуживания - Госпитальная пл. - 1-й Краснокурсантский пр. - Ул. Лефортовский вал - Энергетический пр. - Лефортовский рынок - Метро «Авиамоторная» - Метро «Авиамоторная» - 3-я Кабельная ул. - Авиамоторная ул., 30 - 4-я Кабельная ул. - Дворец единоборств - Авиамоторная ул., 75";"Автобус";"ООО «СТАРТРАНС»";"2255538400";"";"";"";"";"";"";"";"";"";
"14251021";"1267к";"Тарасково - Метро «Молодежная»";"Тарасково - Дикси - КЭЧ - Красные ворота - Тарасково - Жилой поселок - 9-й км. - Кобяково-2 - Сидоровское - 41-й км. Минского ш. - 40-й км. Минского ш. - 39-й км. Минского ш. - Поворот на Жаворонки - Ликино - Зайцево - Метро «Молодежная»";"Метро «Молодежная» - Метро «Молодежная» - Зайцево - Ликино - Поворот на Жаворонки - 39-й км. Минского ш. - 40-й км. Минского ш. - 41-й км. Минского ш. - Сидоровское - Кобяково-2 - 9-й км. - Жилой поселок - Тарасково - Красные ворота - КЭЧ - Дикси - Тарасково";"Автобус";"ООО «СТАРТРАНС»";"2255538402";"";"";"";"";"";"";"";"";"";
"14251020";"1268к";"Стройка (Кубинка-10) - Метро «Молодежная»";"Стройка (Кубинка-10) - Акулово - С/т «Старт» - Прожекторная - Новое КПП - 38-й НИИ - 63-й километр - Роща - 60-й километр - Зелёная роща - Бутынь - Кафе «Встреча» - Сидоровское - 41-й км. Минского ш. - 40-й км. Минского ш. - 39-й км. Минского ш. - Поворот на Жаворонки - Ликино - Зайцево - Метро «Молодежная»";"Метро «Молодежная» - Метро «Молодежная» - Зайцево - Ликино - Поворот на Жаворонки - 39-й км. Минского ш. - 40-й км. Минского ш. - 41-й км. Минского ш. - Сидоровское - Кафе «Встреча» - Бутынь - Зелёная Роща - 60-й километр - Роща - 38-й НИИ - Новое КПП - Прожекторная - С/т «Старт» - Акулово - Стройка (Кубинка-10)";"Автобус";"ООО «СТАРТРАНС»";"2255538404";"";"";"";"";"";"";"";"";"";
"624";"40";"Дворец спорта «Сокольники» - З-д «Красный путь»";"Дворец спорта «Сокольники» - Метро «Сокольники» - Старослободская ул. - Ул. Шумкина - Поперечный просек - 3-я Рыбинская ул. - Ф-ка «Буревестник» - Ул. Лобачика - Москва - 2 - тов. - Ул. Шумкина, 26 - Маленковская ул. - Леснорядская ул. - Метро «Красносельская» - Метро «Комсомольская» - Новорязанская ул. - 2-й троллейбусный парк - Спартаковская ул. - Пл. Разгуляй - Сервисный центр «Московский Транспорт» - Улица Александра Лукьянова - Сад им. Баумана - Пл. Земляной Вал - К/т «Звезда» - Курский вокзал - Сыромятники - Высокояузский мост - Сивяков пер. - Николоямская ул. - Сивяков пер. - Высокояузский мост - Сыромятники - Верхняя Сыромятническая ул. - Поликлиника № 116 - Д/к Метростроя - Костомаровский мост - Андроньевская пл. - Метро «Пл. Ильича» - Метро «Римская» - Ковров пер. - Поликлиника - Дворец детского спорта - З-д «Красный путь»";"З-д «Красный путь» - З-д «Красный путь» - Дворец детского спорта - Поликлиника - Ковров пер. - Метро «Римская» - Метро «Пл. Ильича» - Андроньевская пл. - Костомаровский мост - Д/к Метростроя - Поликлиника № 116 - Верхняя Сыромятническая ул. - Курский вокзал - Метро «Курская» - Ул. Казакова - Пл. Земляной Вал - Сад им. Баумана - Сервисный центр «Московский Транспорт» - Ул. Александра Лукьянова - Пл. Разгуляй - Спартаковская ул. - 2-й троллейбусный парк - Новорязанская ул. - Ф-ка «Большевичка» - Комсомольская пл. - Метро «Комсомольская» - Метро «Красносельская» - Краснопрудная ул. - Леснорядская ул. - Ул. Шумкина, 26 - Москва - 2 - тов. - Ул. Лобачика - Ф-ка «Буревестник» - Поперечный просек - Ул. Шумкина - Старослободская ул. - Метро «Сокольники» - Дворец спорта «Сокольники»";"Автобус";"ГУП «Мосгортранс»";"2255538410";"";"";"";"";"";"";"";"";"";
"14150239";"446";"Мега - Ашан";"Мега-Ашан - Мега - Главный вход - Мега - Икеа - Мега - Оби - Вещевая ярмарка - Строительная ярмарка - Торговый дом - 41-й км. МКАД - Троицкая церковь - Ул. Героя России Соломатина - Ул. Героя России Соломатина, 19 - МЧС Лидер - Дом Хлеба - Крематорий - Хованское кладб. (сев.) - Саларьево-1 - Саларьево-2 - Румянцево - Метро «Саларьево» - Метро «Саларьево» - Саларьево - Картмазово - Московский - 1-й мкр. Московского - Школа профсоюзов - Центр спорта - 3-й мкр. Московского - Гостиничный комплекс - Передельцевский пруд - Радужный пр. - Солнечная ул., 13 - Град Московский - Радужная ул., 10 - Радужная ул., 2 - Радужный пр. - Гостиничный комплекс - 3-й микрорайон Московского - Центр спорта - Школа профсоюзов - 1-й мкр. Московского - Московский - Ул. Никитина - Картмазово - Метро «Саларьево» - Метро «Саларьево» - Румянцево - Саларьево-2 - Саларьево-1 - Хованское кладб. (сев.) - Крематорий - Военно-музыкальное училище - Ул. Героя России Соломатина - Троицкая церковь - Торговый дом - 41-й км. МКАД - Строительная ярмарка - Вещевая ярмарка - Гипермаркет «Ашан» - Мега-Ашан - Мега - Главный вход - Мега - Икеа - Мега - Оби";"нет, кольцевой маршрут";"Автобус";"ООО «Таксомоторный парк № 20»";"2255538413";"";"";"";"";"";"";"";"";"";
"362";"45";"Новоконная пл. - Сокольническая Застава";"Новоконная пл. - Октябрьское трамвайное депо - М. Калитниковский пр. - Воловья ул. - Б. Калитниковская ул. - М. Андроньевская ул. - М. Рогожский пер. - Б. Андроньевская ул. - Музей им. Андрея Рублева - Д/к «Серп и Молот» - Трамвайно-ремонтный з-д - Библиотека им. Грина - Самокатная ул. - Красноказарменная пл. - Лефортовский мост - Лефортовская наб. - МГТУ им. Баумана - Денисовский пер. - Аптекарский пер. - Метро «Бауманская» - Бакунинская улица - Бауманская ул., 17 - Бауманская ул. - Поликлиника - Ольховская ул. - Метро «Красносельская» - Леснорядская улица - Маленковская ул. - Метро «Сокольники» - Метро «Сокольники» - Сокольническая Застава";"Сокольническая Застава - Сокольническая Застава - Метро «Сокольники» - Маленковская ул. - Леснорядская ул. - Метро «Красносельская» - Нижн. Красносельская ул. - Ольховская ул. - Поликлиника - Бакунинская ул. - Метро «Бауманская» - Аптекарский пер. - Денисовский пер. - МГТУ им. Баумана - Лефортовская наб. - Лефортовский мост - Красноказарменная пл. - Самокатная ул. - Библиотека им. Грина - Трамвайно-ремонтный з-д - Д/к «Серп и Молот» - Музей им. Андрея Рублева - Б. Андроньевская ул. - М. Рогожский пер. - Абельмановская Застава - Б. Калитниковская ул. - Воловья ул. - М. Калитниковский пр. - Октябрьское трамвайное депо - Новоконная пл.";"Трамвай";"ГУП «Мосгортранс»";"2255538416";"";"";"";"";"";"";"";"";"";
